GarageType,GarageYrBlt,GarageFinish,GarageQual,BsmtExposure,BsmtFinType2,BsmtFinType1,BsmtCond,BsmtQual,MasVnrArea,MasVnrType,Electrical,LotConfig,LandSlope,MSZoning,Foundation,ExterCond,ExterQual,Exterior2nd,Exterior1st,RoofMatl,RoofStyle,YearRemodAdd,YearBuilt,OverallCond,OverallQual,HouseStyle,BldgType,Condition2,BsmtFinSF1,LotArea,Street,LotShape,Condition1,Neighborhood,LandContour,Utilities,SaleCondition,HeatingQC,BsmtFinSF2,TotRmsAbvGrd,YrSold,MoSold,MiscVal,PoolArea,ScreenPorch,3SsnPorch,EnclosedPorch,OpenPorchSF,WoodDeckSF,PavedDrive,GarageArea,GarageCars,Fireplaces,Functional,KitchenQual,BsmtUnfSF,KitchenAbvGr,BedroomAbvGr,HalfBath,FullBath,BsmtHalfBath,BsmtFullBath,GrLivArea,LowQualFinSF,2ndFlrSF,1stFlrSF,CentralAir,SaleType,Heating,TotalBsmtSF,MSSubClass
Attchd,1968.0,Unf,TA,Mn,Unf,BLQ,TA,TA,220.0,BrkFace,SBrkr,Corner,Gtl,RL,CBlock,TA,TA,HdBoard,HdBoard,CompShg,Gable,1984,1968,7,6,2Story,1Fam,Norm,619,11029,Pave,IR1,PosA,NWAmes,Lvl,AllPub,Normal,TA,0,9,2006,8,0,0,222,0,0,65,0,Y,619,2,1,Typ,Gd,435,1,4,1,2,0,1,2654,0,1142,1512,Y,WD,GasA,1054,60
Detchd,1925.0,Unf,TA,No,Unf,Unf,TA,TA,0.0,None,SBrkr,Corner,Gtl,RL,BrkTil,TA,Gd,Wd Sdng,Wd Sdng,CompShg,Gable,1998,1918,8,7,1.5Fin,1Fam,Norm,0,7642,Pave,Reg,Norm,Crawfor,Lvl,AllPub,Normal,Gd,0,7,2007,6,0,0,0,0,0,240,0,Y,216,1,1,Typ,Gd,912,1,3,1,1,0,0,1426,0,514,912,Y,WD,GasA,912,50
Attchd,1965.0,Unf,TA,Mn,Unf,BLQ,TA,TA,0.0,None,SBrkr,Inside,Gtl,RL,PConc,TA,TA,HdBoard,Plywood,CompShg,Hip,1965,1965,4,5,1Story,2fmCon,Norm,841,11625,Pave,Reg,Norm,Sawyer,Lvl,AllPub,Normal,Ex,0,6,2010,4,0,0,0,0,0,0,0,Y,504,2,0,Typ,TA,198,1,3,1,1,0,1,1039,0,0,1039,Y,WD,GasA,1039,190
Attchd,1986.0,Unf,TA,No,Unf,GLQ,TA,Gd,0.0,None,SBrkr,Corner,Gtl,RL,PConc,TA,TA,Plywood,HdBoard,CompShg,Hip,1985,1984,5,6,1Story,1Fam,Norm,338,9672,Pave,Reg,Norm,SawyerW,Lvl,AllPub,Normal,TA,0,6,2010,5,0,0,0,0,0,0,0,Y,480,2,0,Typ,TA,702,1,3,0,2,0,0,1097,0,0,1097,Y,WD,GasA,1040,20
Attchd,1959.0,Unf,TA,No,Unf,BLQ,TA,TA,0.0,None,SBrkr,Inside,Gtl,RL,CBlock,TA,TA,Plywood,BrkFace,CompShg,Hip,1959,1959,5,5,1Story,1Fam,Norm,1148,7931,Pave,Reg,Norm,NAmes,Lvl,AllPub,Normal,TA,0,6,2009,7,0,0,0,0,0,0,0,Y,672,1,0,Typ,TA,0,1,3,0,1,0,1,1148,0,0,1148,Y,WD,GasA,1148,20
Attchd,2008.0,Fin,TA,No,Unf,Unf,TA,Ex,0.0,None,SBrkr,Inside,Gtl,FV,PConc,TA,Gd,VinylSd,VinylSd,CompShg,Gable,2008,2007,5,7,1Story,1Fam,Norm,0,8640,Pave,Reg,Norm,Somerst,Lvl,AllPub,Partial,Ex,0,6,2008,5,0,0,0,0,0,140,0,Y,529,2,0,Typ,Gd,1372,1,3,0,2,0,0,1372,0,0,1372,Y,New,GasA,1372,20
Detchd,1973.0,Unf,TA,No,Unf,BLQ,TA,TA,76.0,BrkFace,SBrkr,Inside,Gtl,RL,CBlock,TA,TA,MetalSd,MetalSd,CompShg,Gable,1970,1970,6,5,1Story,1Fam,Norm,828,8750,Pave,IR1,Norm,NAmes,Lvl,AllPub,Normal,TA,0,5,2009,8,0,0,0,0,0,0,0,Y,902,2,0,Typ,TA,174,1,3,0,1,0,1,1002,0,0,1002,Y,WD,GasA,1002,20
Attchd,2007.0,RFn,TA,Av,Unf,Unf,TA,Gd,274.0,Stone,SBrkr,Inside,Gtl,RL,PConc,TA,Gd,VinylSd,VinylSd,CompShg,Gable,2007,2006,5,8,1Story,1Fam,Norm,0,10656,Pave,IR1,Norm,Timber,HLS,AllPub,Partial,Ex,0,6,2007,11,0,0,0,0,0,80,192,Y,870,3,1,Typ,Gd,1638,1,3,0,2,0,0,1646,0,0,1646,Y,New,GasA,1638,20
Attchd,1961.0,RFn,TA,No,Unf,ALQ,TA,TA,0.0,None,SBrkr,Corner,Gtl,RL,CBlock,TA,TA,VinylSd,VinylSd,CompShg,Gable,1961,1961,5,4,1Story,1Fam,Norm,932,6970,Pave,Reg,Feedr,Sawyer,Lvl,AllPub,Normal,TA,0,5,2007,5,400,0,0,0,0,0,168,Y,544,2,0,Typ,Fa,108,1,3,1,1,0,1,1120,0,0,1120,Y,WD,GasA,1040,20
Attchd,1979.0,Unf,TA,,,,,,0.0,None,SBrkr,Corner,Gtl,RL,Slab,TA,TA,Plywood,Plywood,CompShg,Gable,1950,1948,6,5,2Story,1Fam,Norm,0,14762,Pave,IR2,Feedr,Gilbert,Lvl,AllPub,Normal,Gd,0,7,2006,5,0,0,0,0,0,144,120,P,672,2,1,Typ,TA,0,1,2,0,2,0,0,2320,53,720,1547,Y,WD,GasA,0,60
Attchd,1993.0,Fin,TA,No,Unf,GLQ,TA,Gd,246.0,BrkFace,SBrkr,Inside,Gtl,RL,PConc,TA,Gd,MetalSd,MetalSd,CompShg,Gable,1994,1993,5,7,2Story,1Fam,Norm,750,9938,Pave,Reg,Norm,SawyerW,Lvl,AllPub,Normal,Ex,0,8,2010,6,0,0,0,0,0,90,156,Y,574,2,1,Typ,Gd,300,1,3,1,2,0,1,1949,0,887,1062,Y,WD,GasA,1050,60
Detchd,1962.0,Unf,TA,No,Unf,Unf,TA,TA,0.0,None,SBrkr,Inside,Gtl,RL,CBlock,TA,TA,MetalSd,MetalSd,CompShg,Hip,1962,1962,5,5,1Story,1Fam,Norm,0,6600,Pave,Reg,PosN,NAmes,Lvl,AllPub,Normal,Gd,0,5,2009,8,0,0,0,0,0,0,0,Y,308,1,0,Typ,TA,894,1,2,0,1,0,0,894,0,0,894,N,WD,GasA,894,20
Attchd,1998.0,RFn,TA,No,Unf,GLQ,TA,Gd,116.0,BrkFace,SBrkr,Inside,Gtl,RL,PConc,TA,TA,VinylSd,VinylSd,CompShg,Gable,1998,1998,5,6,2Story,1Fam,Norm,505,8750,Pave,Reg,Norm,CollgCr,Lvl,AllPub,Normal,Ex,0,7,2010,6,0,0,0,0,0,77,0,Y,523,2,0,Typ,Gd,299,1,3,1,2,0,0,1682,0,878,804,Y,WD,GasA,804,60
Attchd,1953.0,Unf,TA,Av,Unf,Unf,TA,TA,0.0,None,SBrkr,Corner,Gtl,RL,Stone,TA,Gd,Wd Shng,WdShing,CompShg,Gable,1996,1953,7,5,1Story,1Fam,Norm,0,8892,Pave,Reg,Norm,NAmes,Lvl,AllPub,Normal,Gd,0,5,2008,10,0,0,0,0,150,0,196,Y,414,2,0,Typ,Gd,105,1,3,0,1,0,0,910,0,0,910,Y,WD,GasA,105,20
Attchd,1949.0,Unf,TA,No,Unf,Rec,TA,TA,0.0,None,SBrkr,Inside,Gtl,RL,CBlock,TA,Gd,HdBoard,HdBoard,CompShg,Gable,1950,1949,7,5,1Story,1Fam,Norm,375,12144,Pave,Reg,Norm,NAmes,Lvl,AllPub,Normal,Gd,0,6,2009,9,0,0,0,0,0,28,0,Y,288,1,1,Typ,TA,457,1,3,0,1,0,0,1268,232,0,1036,Y,WD,GasA,832,40
Detchd,1941.0,Unf,TA,No,Unf,Unf,TA,TA,0.0,None,SBrkr,Inside,Gtl,RM,CBlock,TA,TA,Wd Sdng,Wd Sdng,CompShg,Gable,1950,1941,6,5,1.5Fin,1Fam,Norm,0,5720,Pave,Reg,Artery,OldTown,Lvl,AllPub,Abnorml,Ex,0,5,2009,8,0,0,0,0,0,0,26,Y,200,1,0,Typ,TA,676,1,3,1,1,0,0,1131,0,455,676,Y,WD,GasA,676,50
BuiltIn,2007.0,Fin,TA,Av,Unf,GLQ,TA,Gd,0.0,None,SBrkr,Inside,Gtl,FV,PConc,TA,Gd,CmentBd,CemntBd,CompShg,Gable,2007,2007,5,8,2Story,1Fam,Norm,64,9000,Pave,Reg,Norm,Somerst,Lvl,AllPub,Partial,Ex,0,11,2007,8,0,0,0,0,0,364,208,Y,550,2,1,Typ,Ex,1120,1,4,1,2,0,0,2610,0,1426,1184,Y,New,GasA,1184,60
Attchd,1963.0,Unf,TA,Gd,Unf,ALQ,TA,TA,0.0,None,SBrkr,Inside,Mod,RL,PConc,TA,TA,Plywood,HdBoard,CompShg,Gable,1963,1963,5,4,1Story,1Fam,Norm,633,25286,Pave,Reg,Norm,Mitchel,HLS,AllPub,Normal,Gd,0,5,2007,1,0,0,0,0,0,0,0,Y,648,2,0,Typ,TA,431,1,3,0,1,0,1,1040,0,0,1040,Y,WD,GasA,1064,20
Attchd,2004.0,Fin,TA,No,Unf,GLQ,TA,Ex,216.0,Stone,SBrkr,Inside,Gtl,RL,PConc,TA,Gd,VinylSd,VinylSd,CompShg,Hip,2005,2004,5,9,2Story,1Fam,Norm,1170,8834,Pave,Reg,Norm,NridgHt,Lvl,AllPub,Normal,Ex,0,10,2009,6,0,0,0,0,0,0,184,Y,738,3,1,Typ,Ex,292,1,4,1,2,0,1,2224,0,762,1462,Y,WD,GasA,1462,60
Detchd,1987.0,Unf,TA,Av,Unf,ALQ,TA,TA,0.0,None,SBrkr,Inside,Gtl,RL,CBlock,TA,TA,HdBoard,HdBoard,CompShg,Gable,1995,1961,7,5,SFoyer,1Fam,Norm,899,11782,Pave,IR1,Norm,Sawyer,Lvl,AllPub,Normal,TA,0,6,2010,6,400,0,0,0,0,0,192,Y,576,2,0,Min2,Gd,210,1,3,0,1,0,1,1155,0,0,1155,Y,WD,GasA,1109,85
Attchd,1978.0,Unf,TA,No,Unf,ALQ,TA,TA,90.0,BrkFace,SBrkr,CulDSac,Gtl,RL,CBlock,Gd,Gd,VinylSd,VinylSd,CompShg,Gable,2005,1978,8,5,1Story,1Fam,Norm,646,7000,Pave,IR1,Norm,CollgCr,Lvl,AllPub,Normal,Ex,0,6,2009,7,0,0,0,0,0,0,0,Y,336,1,0,Typ,TA,218,1,3,0,1,0,1,864,0,0,864,Y,WD,GasA,864,20
Attchd,2005.0,Fin,TA,No,Unf,ALQ,Gd,Ex,0.0,None,SBrkr,Inside,Gtl,RL,PConc,TA,TA,VinylSd,VinylSd,CompShg,Gable,2006,2005,5,5,1Story,1Fam,Norm,980,7024,Pave,Reg,Norm,Edwards,Lvl,AllPub,Normal,Gd,0,5,2007,6,0,0,0,0,0,49,0,Y,450,2,0,Typ,TA,110,1,2,1,1,0,1,1090,0,0,1090,Y,WD,GasA,1090,20
Attchd,1990.0,RFn,TA,Mn,Unf,LwQ,TA,Gd,117.0,BrkFace,SBrkr,CulDSac,Gtl,RL,CBlock,Gd,Gd,HdBoard,HdBoard,CompShg,Gable,1991,1990,5,7,1.5Fin,1Fam,Norm,902,13758,Pave,IR1,Norm,Timber,Lvl,AllPub,Normal,Ex,0,7,2007,4,0,0,0,0,0,36,168,Y,400,2,1,Typ,Gd,254,1,3,1,2,0,0,1717,0,530,1187,Y,WD,GasA,1156,50
BuiltIn,1993.0,RFn,TA,No,Unf,Unf,TA,Gd,0.0,None,SBrkr,Corner,Gtl,RL,PConc,TA,TA,VinylSd,VinylSd,CompShg,Gable,1993,1992,5,6,2Story,1Fam,Norm,0,9636,Pave,IR1,Norm,Gilbert,Lvl,AllPub,Normal,Gd,0,7,2009,12,0,0,0,0,0,40,342,Y,389,2,1,Typ,TA,808,1,3,1,2,0,0,1593,0,785,808,Y,WD,GasA,808,60
Detchd,1997.0,Unf,TA,No,Unf,Unf,Fa,TA,0.0,None,SBrkr,Inside,Gtl,RL,PConc,TA,Gd,Wd Sdng,Wd Sdng,CompShg,Gable,1950,1912,5,4,2.5Fin,1Fam,Norm,0,6204,Pave,Reg,Norm,SWISU,Bnk,AllPub,Normal,TA,0,10,2006,3,0,0,0,0,0,188,0,Y,440,1,0,Typ,TA,795,1,5,0,1,0,1,2230,481,795,954,N,WD,GasA,795,75
Attchd,1967.0,RFn,TA,No,Unf,BLQ,TA,TA,60.0,BrkFace,SBrkr,Inside,Gtl,RL,CBlock,TA,TA,HdBoard,HdBoard,CompShg,Gable,1967,1967,5,5,1Story,1Fam,Norm,432,7150,Pave,Reg,Norm,NAmes,Lvl,AllPub,Normal,TA,0,5,2009,7,0,0,0,0,0,0,0,Y,288,1,0,Typ,TA,460,1,3,0,1,0,0,892,0,0,892,Y,WD,GasA,892,20
Attchd,1999.0,Fin,TA,Av,Unf,GLQ,TA,Ex,60.0,BrkFace,SBrkr,CulDSac,Gtl,FV,PConc,TA,Gd,MetalSd,MetalSd,CompShg,Gable,2000,1999,5,9,1Story,TwnhsE,Norm,1238,5119,Pave,IR1,Norm,Somerst,Lvl,AllPub,Abnorml,Ex,0,5,2008,1,0,0,0,0,0,65,97,Y,506,2,1,Typ,Gd,460,1,2,0,2,0,1,1709,0,0,1709,Y,CWD,GasA,1698,120
Attchd,2005.0,Fin,TA,No,Unf,LwQ,TA,TA,122.0,BrkFace,SBrkr,Corner,Gtl,RL,CBlock,TA,TA,MetalSd,MetalSd,CompShg,Gable,2005,1959,5,5,1Story,Duplex,Norm,528,8393,Pave,Reg,Norm,NAmes,Lvl,AllPub,Family,Ex,0,8,2006,6,0,0,0,0,0,54,272,Y,588,2,0,Typ,TA,1098,2,4,0,2,0,0,1712,0,0,1712,Y,WD,GasA,1626,90
Attchd,1955.0,Unf,TA,No,Unf,Unf,TA,TA,0.0,None,SBrkr,Inside,Gtl,RL,PConc,Gd,TA,MetalSd,MetalSd,CompShg,Gable,1955,1955,7,5,1.5Fin,1Fam,Norm,0,16466,Pave,IR1,Norm,Edwards,Lvl,AllPub,Normal,TA,0,8,2008,4,0,0,265,0,0,0,121,Y,300,1,0,Typ,TA,816,1,3,1,1,0,0,1393,0,521,872,Y,WD,GasA,816,50
Attchd,1970.0,Unf,TA,Gd,Rec,ALQ,Gd,TA,0.0,None,SBrkr,Inside,Mod,RL,PConc,Gd,Gd,Wd Sdng,Wd Sdng,Tar&Grv,Flat,1970,1970,6,8,1Story,1Fam,Norm,351,15865,Pave,IR1,Norm,NAmes,Lvl,AllPub,Normal,Ex,823,8,2007,10,0,0,224,0,0,207,81,Y,621,2,1,Typ,Gd,1043,1,4,0,2,0,1,2217,0,0,2217,Y,WD,GasA,2217,20
Attchd,1953.0,RFn,TA,No,Unf,BLQ,TA,TA,90.0,BrkFace,SBrkr,Inside,Gtl,RL,CBlock,TA,TA,Wd Sdng,Wd Sdng,CompShg,Hip,1953,1953,4,6,1Story,1Fam,Norm,1024,12160,Pave,Reg,Feedr,NAmes,Lvl,AllPub,Normal,Ex,0,6,2009,2,0,0,0,162,0,0,0,Y,505,2,1,Typ,TA,481,1,2,0,1,0,1,1505,0,0,1505,Y,WD,GasA,1505,20
Detchd,2003.0,Unf,TA,Mn,Unf,Unf,TA,TA,0.0,None,SBrkr,Corner,Gtl,RL,CBlock,Gd,TA,MetalSd,MetalSd,CompShg,Gable,2006,1949,7,5,1.5Fin,1Fam,Norm,0,8064,Pave,Reg,Artery,NAmes,Lvl,AllPub,Normal,Ex,0,6,2007,7,2000,0,0,0,0,0,0,Y,576,2,1,Typ,TA,672,1,3,0,1,0,0,924,0,252,672,Y,WD,GasA,672,50
Attchd,1978.0,RFn,TA,No,Rec,LwQ,TA,TA,92.0,BrkFace,SBrkr,Inside,Gtl,RL,CBlock,TA,TA,HdBoard,HdBoard,CompShg,Hip,1978,1978,5,6,2Story,1Fam,Norm,226,11184,Pave,Reg,Norm,Sawyer,Lvl,AllPub,Normal,Gd,500,7,2009,7,0,0,0,0,0,0,243,Y,440,2,1,Typ,TA,192,1,3,1,2,0,0,1683,0,765,918,Y,WD,GasA,918,60
Attchd,1963.0,RFn,TA,No,Unf,GLQ,TA,TA,0.0,None,SBrkr,Inside,Gtl,RL,CBlock,TA,TA,HdBoard,HdBoard,CompShg,Hip,2003,1963,8,6,1Story,1Fam,Norm,663,8414,Pave,Reg,Norm,Sawyer,Lvl,AllPub,Normal,TA,0,6,2006,2,0,0,0,0,0,0,192,Y,264,1,0,Typ,TA,396,1,3,0,1,1,0,1068,0,0,1068,Y,WD,GasA,1059,20
Attchd,1954.0,Unf,TA,Mn,Unf,BLQ,TA,Gd,0.0,None,SBrkr,Inside,Gtl,RL,PConc,TA,TA,Plywood,Wd Sdng,CompShg,Gable,1954,1954,5,5,1Story,1Fam,Norm,1064,13284,Pave,Reg,PosN,Sawyer,Lvl,AllPub,Normal,TA,0,6,2008,6,0,0,0,0,0,116,511,Y,354,1,1,Typ,TA,319,1,3,0,1,0,1,1383,0,0,1383,Y,WD,GasA,1383,20
Attchd,1979.0,Unf,TA,,,,,,0.0,None,SBrkr,Inside,Gtl,RL,Slab,TA,TA,Plywood,Plywood,CompShg,Gable,1979,1979,5,5,1Story,Duplex,Norm,0,7018,Pave,Reg,Norm,SawyerW,Bnk,AllPub,Alloca,TA,0,8,2009,6,0,0,0,0,0,0,0,Y,400,2,0,Typ,TA,0,2,4,0,2,0,0,1535,0,0,1535,Y,WD,GasA,0,90
Attchd,1963.0,RFn,TA,No,Unf,BLQ,TA,TA,415.0,BrkFace,SBrkr,Inside,Gtl,RL,CBlock,TA,TA,HdBoard,HdBoard,CompShg,Hip,1963,1963,5,6,2Story,1Fam,Norm,400,7056,Pave,Reg,Norm,NAmes,Lvl,AllPub,Normal,TA,0,8,2008,10,0,0,0,0,0,50,0,Y,483,2,1,Typ,TA,380,1,4,1,1,0,1,1796,0,813,983,Y,WD,GasA,780,60
Detchd,1936.0,Unf,TA,No,Unf,ALQ,TA,TA,0.0,None,SBrkr,Inside,Gtl,RM,BrkTil,TA,TA,Wd Sdng,Wd Sdng,CompShg,Gable,1950,1936,6,4,1Story,1Fam,Norm,285,8765,Pave,Reg,Norm,IDOTRR,Lvl,AllPub,Abnorml,Ex,0,6,2006,4,0,0,0,0,0,28,0,Y,327,1,0,Typ,TA,666,1,2,0,1,0,0,951,0,0,951,N,WD,GasA,951,30
Detchd,1979.0,Unf,TA,,,,,,0.0,None,SBrkr,Inside,Gtl,RL,Slab,TA,TA,Plywood,Plywood,CompShg,Gable,1979,1979,5,5,2Story,Duplex,Norm,0,7018,Pave,Reg,Feedr,SawyerW,Lvl,AllPub,Alloca,TA,0,12,2009,6,0,0,0,0,0,0,154,Y,528,2,0,Typ,TA,0,2,6,0,2,0,0,2240,0,1120,1120,Y,WD,GasA,0,90
Attchd,2009.0,Fin,TA,Gd,Unf,GLQ,TA,Ex,760.0,Stone,SBrkr,Inside,Gtl,RL,PConc,TA,Ex,VinylSd,VinylSd,CompShg,Hip,2010,2009,5,9,1Story,1Fam,Norm,2188,12919,Pave,IR1,Norm,NridgHt,Lvl,AllPub,Partial,Ex,0,11,2010,3,0,0,0,0,0,67,0,Y,820,3,2,Typ,Ex,142,1,2,1,2,0,1,2364,0,0,2364,Y,New,GasA,2330,20
Attchd,1961.0,Unf,TA,No,Unf,BLQ,TA,TA,0.0,None,SBrkr,Inside,Gtl,RL,CBlock,TA,TA,Plywood,HdBoard,CompShg,Gable,1994,1961,7,5,1Story,1Fam,Norm,465,6993,Pave,Reg,Feedr,Sawyer,Lvl,AllPub,Normal,TA,0,6,2006,6,0,0,0,0,0,0,0,Y,288,1,1,Typ,TA,447,1,3,0,1,0,0,1236,0,0,1236,Y,WD,GasA,912,20
Detchd,1979.0,Unf,TA,No,Unf,ALQ,TA,TA,0.0,None,SBrkr,Inside,Gtl,RL,CBlock,TA,TA,HdBoard,HdBoard,CompShg,Gable,1971,1971,6,4,1Story,1Fam,Norm,322,7340,Pave,IR1,Norm,NAmes,Lvl,AllPub,Normal,TA,0,4,2007,6,0,0,0,0,0,0,0,Y,684,1,0,Typ,TA,536,1,2,0,1,0,0,858,0,0,858,Y,WD,GasA,858,20
Detchd,1968.0,Unf,TA,Mn,Unf,BLQ,TA,TA,0.0,None,SBrkr,Inside,Gtl,RL,CBlock,Gd,TA,MetalSd,MetalSd,CompShg,Hip,2000,1957,7,5,1Story,1Fam,Norm,860,8712,Pave,IR1,Norm,NAmes,Lvl,AllPub,Normal,TA,0,5,2009,5,0,0,0,0,0,0,0,Y,756,1,0,Typ,TA,132,1,2,0,1,0,1,1306,0,0,1306,Y,WD,GasA,992,20
Attchd,2003.0,Fin,TA,No,Unf,Unf,TA,Gd,0.0,None,SBrkr,Inside,Gtl,RL,PConc,TA,Gd,VinylSd,VinylSd,CompShg,Gable,2003,2003,5,7,2Story,1Fam,Norm,0,7875,Pave,Reg,Norm,Gilbert,Lvl,AllPub,Normal,Ex,0,8,2006,7,0,0,0,0,0,75,0,Y,393,2,1,Typ,Gd,783,1,3,1,2,0,0,1509,0,702,807,Y,WD,GasA,783,60
Attchd,2006.0,RFn,TA,No,Unf,Unf,TA,Gd,27.0,BrkFace,SBrkr,CulDSac,Gtl,RL,PConc,TA,Gd,VinylSd,VinylSd,CompShg,Hip,2006,2006,5,7,1Story,1Fam,Norm,0,14859,Pave,IR1,Norm,Gilbert,HLS,AllPub,Partial,Ex,0,7,2006,8,0,0,0,0,0,60,144,Y,690,3,1,Typ,Gd,1670,1,3,0,2,0,0,1670,0,0,1670,Y,New,GasA,1670,20
Attchd,1967.0,Unf,TA,No,Unf,GLQ,TA,TA,75.0,BrkFace,SBrkr,Inside,Gtl,RL,CBlock,TA,TA,Wd Sdng,HdBoard,CompShg,Gable,1967,1967,6,5,1Story,1Fam,Norm,599,6173,Pave,IR1,Norm,Sawyer,Lvl,AllPub,Normal,TA,0,6,2007,8,0,0,0,0,0,0,0,Y,288,1,0,Typ,TA,277,1,3,0,1,0,0,902,0,0,902,Y,WD,GasA,876,20
Attchd,1954.0,RFn,TA,No,LwQ,Rec,TA,TA,110.0,Stone,SBrkr,Inside,Gtl,RL,CBlock,TA,TA,HdBoard,HdBoard,CompShg,Gable,1954,1954,5,5,1Story,1Fam,Norm,354,9920,Pave,Reg,Norm,NAmes,Lvl,AllPub,Normal,TA,290,6,2010,2,0,0,0,0,164,0,0,Y,280,1,0,Typ,TA,412,1,3,0,1,0,1,1063,0,0,1063,Y,WD,GasA,1056,20
Attchd,2006.0,RFn,TA,No,Unf,GLQ,TA,Gd,208.0,Stone,SBrkr,Corner,Gtl,RL,PConc,TA,Gd,VinylSd,VinylSd,CompShg,Gable,2006,2006,5,8,1Story,1Fam,Norm,63,13501,Pave,IR1,Norm,Somerst,Lvl,AllPub,Normal,Ex,0,8,2007,6,0,0,0,0,0,60,0,Y,865,3,1,Typ,Gd,1560,1,3,0,2,0,1,1636,0,0,1636,Y,WD,GasA,1623,20
Attchd,1936.0,Fin,Fa,No,Unf,Rec,TA,Gd,0.0,None,SBrkr,Inside,Gtl,RL,CBlock,TA,Gd,BrkFace,BrkFace,CompShg,Gable,1987,1936,7,7,1.5Fin,1Fam,Norm,223,11500,Pave,IR1,Norm,Crawfor,Lvl,AllPub,Normal,Gd,0,6,2006,6,0,0,322,0,0,0,0,Y,180,1,1,Typ,Gd,794,1,3,1,1,0,0,2057,0,1037,1020,Y,WD,GasA,1017,50
Attchd,1983.0,Unf,TA,Av,ALQ,BLQ,TA,Gd,0.0,None,SBrkr,Inside,Mod,RL,CBlock,TA,TA,HdBoard,HdBoard,CompShg,Gable,1983,1983,5,5,1Story,1Fam,Norm,301,8885,Pave,IR1,Norm,Mitchel,Low,AllPub,Normal,TA,324,5,2006,6,0,0,0,0,0,0,164,Y,484,2,0,Typ,TA,239,1,2,0,1,0,1,902,0,0,902,Y,WD,GasA,864,20
Attchd,2005.0,Fin,TA,No,Unf,Unf,TA,Gd,0.0,None,SBrkr,Inside,Gtl,RL,PConc,TA,Gd,VinylSd,VinylSd,CompShg,Gable,2005,2005,5,6,2Story,1Fam,Norm,0,12589,Pave,IR2,Norm,Gilbert,Lvl,AllPub,Normal,Ex,0,8,2009,6,0,0,0,0,0,24,36,Y,390,2,1,Typ,Gd,742,1,3,1,2,0,0,1484,0,742,742,Y,WD,GasA,742,60
Detchd,1960.0,Unf,TA,No,Unf,Rec,TA,TA,361.0,BrkFace,FuseA,Corner,Gtl,RL,CBlock,TA,TA,MetalSd,MetalSd,CompShg,Gable,1960,1960,5,5,2Story,Duplex,Norm,443,11600,Pave,Reg,Feedr,NAmes,Lvl,AllPub,Normal,TA,0,12,2010,1,0,0,0,0,0,0,0,Y,480,2,0,Typ,TA,662,2,5,0,2,0,0,2274,0,1169,1105,Y,WD,GasA,1105,90
Detchd,1978.0,Unf,TA,Av,Unf,ALQ,Gd,Gd,0.0,None,SBrkr,CulDSac,Mod,RL,CBlock,TA,TA,Plywood,HdBoard,CompShg,Gable,1989,1977,7,5,1Story,1Fam,Norm,196,9286,Pave,IR1,Norm,CollgCr,Lvl,AllPub,Normal,TA,0,5,2009,10,0,0,0,0,0,0,173,Y,252,1,0,Typ,Gd,1072,1,3,1,1,0,0,1268,0,0,1268,Y,WD,GasA,1268,20
Detchd,1925.0,Unf,TA,No,Unf,Rec,TA,TA,0.0,None,SBrkr,Inside,Gtl,RM,BrkTil,TA,TA,MetalSd,MetalSd,CompShg,Gable,1950,1925,7,5,1Story,1Fam,Norm,489,6120,Pave,Reg,Norm,BrkSide,Lvl,AllPub,Abnorml,TA,0,6,2006,7,620,0,120,0,112,0,0,Y,450,1,0,Min1,TA,279,1,3,0,1,0,0,1015,0,0,1015,N,WD,GasA,768,30
2Types,1949.0,Unf,TA,No,Unf,BLQ,TA,TA,0.0,None,FuseA,Inside,Gtl,RH,CBlock,TA,TA,MetalSd,MetalSd,CompShg,Gable,1950,1949,6,5,2Story,Duplex,Norm,284,6270,Pave,Reg,Norm,Crawfor,HLS,AllPub,Normal,TA,0,8,2007,8,0,0,0,0,0,0,0,Y,871,3,0,Typ,TA,717,2,4,0,2,0,0,2002,0,1001,1001,N,WD,GasA,1001,90
Detchd,2009.0,RFn,TA,Av,Unf,GLQ,TA,Gd,76.0,Stone,SBrkr,Inside,Gtl,FV,PConc,TA,Gd,VinylSd,VinylSd,CompShg,Gable,2009,2009,5,6,2Story,TwnhsE,Norm,294,3000,Pave,Reg,Norm,Somerst,Lvl,AllPub,Partial,Ex,0,4,2009,6,0,0,0,0,0,234,0,Y,528,2,0,Typ,Gd,318,1,2,1,2,0,0,1224,0,612,612,Y,New,GasA,612,160
Attchd,1970.0,Unf,TA,No,Unf,Unf,TA,TA,80.0,BrkFace,SBrkr,Inside,Gtl,RM,CBlock,TA,TA,CmentBd,CemntBd,CompShg,Gable,1970,1970,5,4,2Story,Twnhs,Norm,0,2001,Pave,Reg,Norm,MeadowV,Lvl,AllPub,Normal,Fa,0,6,2007,1,0,0,0,0,0,0,0,Y,286,1,0,Typ,TA,546,1,3,1,1,0,0,1092,0,546,546,Y,WD,GasA,546,160
